RecordID,game_selector,gid,game_date,year,month,day,local_game_time,stadium_name,stadium_location,split,season_type,away_team_abbr,away_team_name,away_team_type,away_team_mascot,home_team_abbr,home_team_name,home_team_type,home_team_mascot,game_number,inning,top_or_bottom,atbat_num_within_game,start_tfs,start_tfs_zulu,batter_id,batter_name,batter_team,stand,b_height,pitcher_id,pitcher_name,pitcher_team,p_throws,event,event_es,home_team_runs,away_team_runs,pitch_result,pitch_type,pitch_type_name,pitch_type_confidence,balls,strikes,last_pitch_in_atbat,pitch_num_within_atbat,ax,ay,az,break_angle,break_length,break_y,des,des_es,end_speed,event_num,id,nasty,pfx_x,pfx_z,play_guid,px,pz,spin_dir,spin_rate,start_speed,sz_bot,sz_top,tfs,tfs_zulu,vx0,vy0,vz0,x0,y0,z0,zone,away_team,home_team
67,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,18,005332,2017-07-19T00:53:32Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,S,FT,two-seam fastball,0.926,2,2,1,5,-21.51534,29.0273,-22.94851,40.1,7,23.8,Called Strike,Strike cantado,84.3,138,138,62,-11.8658,5.087921,aac8c2d8-3bc8-414d-ad64-885220c71f2f,-0.4730153,1.405835,246.791,2313.178,92.2,1.504,3.301,005445,2017-07-19T00:54:45Z,6.316922,-133.8494,-4.86735427402233,-1.32279342057888,50,4.89202118153935,13,Mariners,Astros
68,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,19,005449,2017-07-19T00:54:49Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Single,Sencillo,2,0,S,FT,two-seam fastball,0.936,0,0,0,1,-20.97282,30.98774,-21.72905,41.1,6.5,23.8,Called Strike,Strike cantado,84.4,142,142,35,-11.42607,5.690479,d06ef7d6-d51d-42bd-8d75-f858b6d25977,5.712765e-02,2.696118,243.525,2214.304,93.1,1.504,3.301,005520,2017-07-19T00:55:20Z,6.874671,-135.0264,-2.2515799643878385,-1.0451904231131182,50.000000000000014,5.079021990283469,5,Mariners,Astros
69,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,19,005449,2017-07-19T00:54:49Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Single,Sencillo,2,0,S,FT,two-seam fastball,0.933,0,1,0,2,-20.13392,29.93615,-22.12527,39.4,6.5,23.8,Called Strike,Strike cantado,84.7,143,143,31,-10.93541,5.457827,186df0c1-d02a-4bac-a83d-ccc7a11638e7,2.429732e-02,2.251888,243.476,2304.125,93,1.504,3.301,005536,2017-07-19T00:55:36Z,6.527809,-134.9794,-3.0165987497531033,-1.0073752978649881,49.99999999999996,4.945285812772937,5,Mariners,Astros
70,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,19,005449,2017-07-19T00:54:49Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Single,Sencillo,2,0,S,FT,two-seam fastball,0.931,0,2,0,3,-21.4278,29.04599,-27.94538,36,7.7,23.8,Foul,Foul,84.7,144,144,59,-11.66227,2.30149,9bdc3171-1e6e-4b6b-9dfa-8a7db796b8cf,-1.043954,2.581889,258.836,2252.823,92.7,1.504,3.301,005557,2017-07-19T00:55:57Z,4.87634,-134.6556,-0.7825135572644749,-1.3626141185143834,49.99999999999999,4.852067767000229,11,Mariners,Astros
71,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,19,005449,2017-07-19T00:54:49Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Single,Sencillo,2,0,X,SL,slider,0.964,0,2,1,4,4.663755,21.64619,-29.94975,-10,8.1,23.9,"In play, no out","En juego, no out",77.7,145,145,52,3.063511,1.461089,8383c317-25ea-4b43-818b-6e47b54ba591,0.7593022,1.930647,115.498,2650.122,83.9,1.504,3.301,005620,2017-07-19T00:56:20Z,4.08237,-121.9782,-1.3602816009061638,-1.3272499434580247,49.99999999999999,5.053063167216557,14,Mariners,Astros
72,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,20,005649,2017-07-19T00:56:49Z,516416,Jean Segura,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,S,SL,slider,0.95,0,0,0,1,4.509508,22.60666,-26.34104,-10.6,7.2,23.9,Swinging Strike,Strike tirándole,78,149,149,63,2.928103,3.787478,a093881f-4ebd-4584-be79-2a2bad3cd8c6,0.2986988,1.935073,142.293,2644.021,84.5,1.504,3.301,005710,2017-07-19T00:57:10Z,3.043587,-122.8586,-2.4535058350787917,-1.3329962180529826,49.9999999999999,5.167983992510141,9,Mariners,Astros
73,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,20,005649,2017-07-19T00:56:49Z,516416,Jean Segura,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,S,FT,two-seam fastball,0.91,0,1,0,2,-20.20448,26.96852,-23.06812,39.2,7,23.8,Foul,Foul,82.5,150,150,47,-11.59811,5.227134,fa179a59-e6cc-44ef-b298-875a263bd9f4,-0.3444514,3.058474,245.739,2304.724,90.2,1.504,3.301,005732,2017-07-19T00:57:32Z,6.251755,-130.9861,-0.77367709815568,-1.2520266055294926,49.999999999999964,5.078196161163452,1,Mariners,Astros
74,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,top,20,005649,2017-07-19T00:56:49Z,516416,Jean Segura,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,X,FT,two-seam fastball,0.939,0,2,1,3,-23.56305,30.06306,-19.32553,47,6.4,23.8,"In play, out(s)","En juego, out(s)",85.5,152,152,51,-12.55737,6.847316,81f4f641-a754-46c5-84d3-c149c0e75de2,0.6176819,2.245758,241.397,2326.886,93.8,1.504,3.301,005825,2017-07-19T00:58:25Z,8.930092,-136.1677,-3.8152751668501383,-1.0739493279897674,50.00000000000004,5.003012479085898,6,Mariners,Astros
75,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,21,010037,2017-07-19T01:00:37Z,514888,Jose Altuve,Houston Astros,R,5-6,543208,Samuel Gaviglio,Seattle Mariners,R,Single,Sencillo,2,0,B,SI,sinker,0.927,0,0,0,1,-14.90914,26.77118,-22.26852,31.6,6.5,23.8,Ball,Bola mala,80.4,158,158,40,-8.97459,5.962655,be5eeb9f-24f8-4191-820e-20878bbee558,0.240118,3.697594,236.4,2119.806,88.2,1.448,3.104,010109,2017-07-19T01:01:09Z,5.190434,-128.1592,-0.9974350246679652,-0.6467118059235509,50.00000000000002,5.832882981211045,12,Mariners,Astros
76,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,21,010037,2017-07-19T01:00:37Z,514888,Jose Altuve,Houston Astros,R,5-6,543208,Samuel Gaviglio,Seattle Mariners,R,Single,Sencillo,2,0,X,CU,curveball,0.857,1,0,1,2,4.479816,21.90709,-37.77669,-7,11.8,23.8,"In play, no out","En juego, no out",72.4,159,159,39,3.400464,-4.252761,a8de1971-0f7a-43ff-8669-e105ab883933,0.3672079,1.377098,38.644,2265.518,78.6,1.448,3.104,010123,2017-07-19T01:01:23Z,1.469496,-114.3055,-1.6432069611779978,-0.7265174746612877,50.000000000000036,5.828670851314552,14,Mariners,Astros
77,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,22,010144,2017-07-19T01:01:44Z,502210,Josh Reddick,Houston Astros,L,6-2,543208,Samuel Gaviglio,Seattle Mariners,R,Double,Doble,2,0,B,CH,changeup,0.995,0,0,0,1,-14.19791,22.6418,-23.98572,28,7.8,23.9,Ball In Dirt,Bola por el suelo,76.8,163,163,44,-9.571348,5.520061,f97959c6-7511-4bd7-a86c-85341e3a91a4,-0.1563505,0.51628,240.026,1621.093,83.2,1.448,3.104,010208,2017-07-19T01:02:08Z,4.377204,-120.7908,-7.258321020523417,-0.7446699744172983,50.00000000000001,5.6566995869495855,13,Mariners,Astros
78,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,22,010144,2017-07-19T01:01:44Z,502210,Josh Reddick,Houston Astros,L,6-2,543208,Samuel Gaviglio,Seattle Mariners,R,Double,Doble,2,0,B,CU,curveball,0.938,1,0,0,2,4.370424,19.86814,-37.69381,-6,11.8,23.8,Ball,Bola mala,71.2,164,164,13,3.403456,-4.298496,6811dab4-51fc-4afe-b4a2-6cc6735071bb,-1.78631,3.907651,38.37,2005.956,77.4,1.448,3.104,010237,2017-07-19T01:02:37Z,-3.031999,-112.4567,3.4518446427342164,-0.8645239434839612,50.00000000000001,6.169444687149646,11,Mariners,Astros
79,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,22,010144,2017-07-19T01:01:44Z,502210,Josh Reddick,Houston Astros,L,6-2,543208,Samuel Gaviglio,Seattle Mariners,R,Double,Doble,2,0,X,SL,slider,0.92,2,0,1,3,-0.8018723,25.23059,-32.25521,0.4,9.3,23.8,"In play, no out","En juego, no out",74.8,165,165,26,-0.5623944,-5.692477e-02,925f7344-2a13-4652-8462-d12b7f090490,0.4124132,2.202955,275.783,2111.944,82.2,1.448,3.104,010310,2017-07-19T01:03:10Z,2.938407,-119.2986,-1.8866584501949923,-0.7678196431628396,50.00000000000003,5.940861173723672,6,Mariners,Astros
80,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,23,010407,2017-07-19T01:04:07Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,2,0,S,SI,sinker,0.931,0,0,0,1,-12.35588,26.56077,-25.12361,23.8,6.7,23.8,Called Strike,Strike cantado,81.3,170,170,56,-7.323834,4.17908,3df620af-1d25-445e-9178-b977d7700c15,0.5671304,2.821387,240.29,2008.226,88.8,1.589,3.467,010410,2017-07-19T01:04:10Z,5.35519,-129.0058,-2.457532916662595,-0.5830076754489523,50.000000000000036,5.7206207275591066,6,Mariners,Astros
81,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,23,010407,2017-07-19T01:04:07Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,2,0,X,SI,sinker,0.924,0,1,1,2,-14.33107,26.31992,-28.1469,25.1,7.7,23.8,"In play, out(s)","En juego, out(s)",80.5,171,171,41,-8.660693,2.433729,e1d60afe-10f8-4259-937d-5f80b01b13fe,0.2437486,2.933063,254.304,2026.23,87.9,1.565,3.411,010433,2017-07-19T01:04:33Z,5.250086,-127.8258,-1.5202614891906483,-0.7115132463386107,50.00000000000001,5.745052960587708,3,Mariners,Astros
82,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,24,010504,2017-07-19T01:05:04Z,493329,Yulieski Gurriel,Houston Astros,R,6-0,543208,Samuel Gaviglio,Seattle Mariners,R,Double Play,Doble-Play,2,0,B,CH,changeup,0.918,0,0,0,1,-15.46351,23.98531,-25.92032,28,8.1,23.8,Ball,Bola mala,77.6,175,175,76,-10.15211,4.105701,ab35cf8d-93a0-4f0e-a200-56b382dd907f,0.5733374,1.148534,247.98,1646.461,84.4,1.565,3.411,010536,2017-07-19T01:05:36Z,6.118943,-122.5806,-5.625641550572954,-0.6349810652100678,49.99999999999992,5.682978546677426,14,Mariners,Astros
83,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,24,010504,2017-07-19T01:05:04Z,493329,Yulieski Gurriel,Houston Astros,R,6-0,543208,Samuel Gaviglio,Seattle Mariners,R,Double Play,Doble-Play,2,0,S,CH,changeup,0.952,1,0,0,2,-14.05235,24.39589,-27.89378,25.5,8.5,23.8,Called Strike,Strike cantado,76.5,176,176,41,-9.411787,2.866776,bf1e9392-c700-4dc6-91b1-bf55ce1958ba,-0.5782407,2.755906,253.059,1463.832,83.6,1.565,3.411,010559,2017-07-19T01:05:59Z,3.12368,-121.5807,-1.564865494220097,-0.6589111299558948,50,5.834289605091375,4,Mariners,Astros
84,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,3,bottom,24,010504,2017-07-19T01:05:04Z,493329,Yulieski Gurriel,Houston Astros,R,6-0,543208,Samuel Gaviglio,Seattle Mariners,R,Double Play,Doble-Play,2,0,X,SI,sinker,0.939,1,1,1,3,-14.16852,27.33197,-24.20731,27.6,6.6,23.8,"In play, out(s)","En juego, out(s)",82.2,177,177,46,-8.215688,4.619552,66a960ad-4d2f-48da-9080-ac26a4d0527c,0.5052195,2.680638,240.651,2071.915,89.8,1.565,3.411,010626,2017-07-19T01:06:26Z,5.79783,-130.4729,-3.1438961777209347,-0.6778886172295228,49.99999999999994,5.724401142597573,6,Mariners,Astros
85,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,25,011143,2017-07-19T01:11:43Z,592325,Benjamin Gamel,Seattle Mariners,L,5-11,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,S,KC,knuckle curveball,0.61,0,0,0,1,4.485237,21.74746,-42.68441,-6.6,13.3,23.8,Called Strike,Strike cantado,72.1,185,185,74,3.440712,-8.062701,1f8715d1-f849-41e0-b397-0256834303b4,-0.390883,1.659997,23.109,2441.716,78.3,1.513,3.319,011140,2017-07-19T01:11:40Z,3.065666,-113.7223,0.4476868712731629,-2.205535634459499,49.999999999999936,5.710306405413529,7,Mariners,Astros
86,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,25,011143,2017-07-19T01:11:43Z,592325,Benjamin Gamel,Seattle Mariners,L,5-11,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,B,FT,two-seam fastball,0.925,0,1,0,2,-15.75261,28.27994,-20.41539,35.9,5.5,23.8,Ball,Bola mala,83.7,186,186,52,-8.729075,6.515887,e0ccb5c5-d655-49c6-891c-aa73204b8a9d,-1.107077,4.938691,233.26,2299.038,91.9,1.513,3.319,011153,2017-07-19T01:11:53Z,6.685291,-133.3945,2.9461543488743986,-2.5097779124907866,50,5.290606283516256,11,Mariners,Astros
87,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,25,011143,2017-07-19T01:11:43Z,592325,Benjamin Gamel,Seattle Mariners,L,5-11,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,S,SL,slider,0.955,1,1,0,3,5.529443,21.48792,-30.59297,-11.3,8.7,23.9,Called Strike,Strike cantado,75.9,187,187,40,3.794977,1.085129,0951d23e-bfc1-4b11-8344-b04016e164bf,-0.6550109,2.479615,105.957,2561.566,82.3,1.513,3.319,011207,2017-07-19T01:12:07Z,3.72582,-119.5257,0.116699577893914,-2.7227759343680025,50.00000000000002,5.161009992985538,4,Mariners,Astros
88,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,25,011143,2017-07-19T01:11:43Z,592325,Benjamin Gamel,Seattle Mariners,L,5-11,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,S,KC,knuckle curveball,0.965,1,2,0,4,5.681053,21.51938,-44.03604,-7.8,14,23.8,Foul,Foul,71,188,188,57,4.47354,-9.340713,e4dce00c-eb96-48d8-8dde-567fc07032b0,-0.8670788,2.519267,25.59,2415.773,77.3,1.513,3.319,011224,2017-07-19T01:12:24Z,1.882274,-112.3338,2.7836583954583998,-2.2984884712857516,50.00000000000002,5.760542289093899,11,Mariners,Astros
89,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,25,011143,2017-07-19T01:11:43Z,592325,Benjamin Gamel,Seattle Mariners,L,5-11,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,S,FT,two-seam fastball,0.932,1,2,1,5,-19.4016,28.00696,-23.20444,37.4,6.5,23.8,Swinging Strike,Strike tirándole,84.4,189,189,66,-10.62769,4.913317,ddba783d-33df-4b59-a8de-405512204ea8,-0.7620891,3.289978,245.188,2266.447,92.3,1.513,3.319,011246,2017-07-19T01:12:46Z,8.011951,-134.0325,-0.2894201334484825,-2.404073393010115,50.000000000000036,5.051277172619707,11,Mariners,Astros
90,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,26,011304,2017-07-19T01:13:04Z,429664,Robinson Cano,Seattle Mariners,L,6-0,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,S,FT,two-seam fastball,0.927,0,0,0,1,-22.19269,26.88705,-26.42931,37.6,7.5,23.8,Foul,Foul,84.7,193,193,59,-12.14366,3.143473,ef9eacaa-4e31-408b-91cf-dd9eab9295d6,-1.014386,2.548583,255.487,2264.266,92.2,1.513,3.319,011327,2017-07-19T01:13:27Z,8.273478,-133.847,-1.4561342377557969,-2.5563475962437745,50.00000000000005,4.978844527749308,11,Mariners,Astros
91,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,26,011304,2017-07-19T01:13:04Z,429664,Robinson Cano,Seattle Mariners,L,6-0,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,S,FF,four-seam fastball,0.884,0,1,0,2,-18.14961,31.67061,-15.22791,45.2,4.9,23.7,Foul,Foul,85.1,194,194,36,-9.711336,9.067391,f23b8ed0-f116-4ebc-b2db-1c7f0d72857f,1.995619e-02,3.199202,226.963,2277.178,94.1,1.513,3.319,011354,2017-07-19T01:13:54Z,9.883946,-136.2751,-2.201343133255169,-2.403081913626991,50.000000000000036,5.076831251657691,2,Mariners,Astros
92,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,26,011304,2017-07-19T01:13:04Z,429664,Robinson Cano,Seattle Mariners,L,6-0,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,B,SL,slider,0.91,0,2,0,3,4.088253,23.38431,-45.12101,-6.2,14.3,23.9,Ball,Bola mala,73.6,195,195,41,3.102359,-9.824763,eb4b9226-9967-4b42-b527-2d81f537126d,1.260064,-1.962277,17.523,2634.293,79,1.513,3.319,011429,2017-07-19T01:14:29Z,6.567747,-114.7073,-6.486200078810936,-2.0556316927434284,49.99999999999996,5.35447255253412,14,Mariners,Astros
93,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,26,011304,2017-07-19T01:13:04Z,429664,Robinson Cano,Seattle Mariners,L,6-0,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,B,FT,two-seam fastball,0.932,1,2,0,4,-24.3158,27.722,-22.09518,43.5,7,23.8,Ball,Bola mala,85.6,196,196,55,-13.07282,5.418669,b79e5bf0-c7bc-4cf5-a7cc-029fe8a8d8e4,0.3635081,1.269008,247.486,2320.312,93.2,1.513,3.319,011500,2017-07-19T01:15:00Z,11.45806,-135.1114,-5.552402014774302,-2.2210263698362462,49.99999999999997,4.889843674604669,14,Mariners,Astros
94,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,26,011304,2017-07-19T01:13:04Z,429664,Robinson Cano,Seattle Mariners,L,6-0,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,2,0,X,SL,slider,0.921,2,2,1,5,3.423918,21.09802,-24.26355,-9.8,6.5,23.9,"In play, out(s)","En juego, out(s)",78.5,197,197,30,2.204651,5.093544,276aaa30-5294-43e6-9447-79159610d009,-0.3619882,2.400247,156.597,2719.567,84.6,1.513,3.319,011522,2017-07-19T01:15:22Z,5.047279,-122.9625,-1.4083819068240941,-2.715879712917915,50.00000000000003,5.0112746103263675,4,Mariners,Astros
95,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,27,011540,2017-07-19T01:15:40Z,443558,Nelson Cruz,Seattle Mariners,R,6-2,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,S,SL,slider,0.95,0,0,0,1,1.919069,21.19748,-26.81921,-4.9,7.2,23.9,Swinging Strike,Strike tirándole,77.9,201,201,58,1.252398,3.494604,da0248d0-7147-4833-8740-adecb21e3805,-0.1457359,1.980456,160.285,2518.697,84,1.535,3.371,011608,2017-07-19T01:16:08Z,2.571141,-122.2323,-1.5920063692406214,-1.3685931435370264,49.99999999999996,4.915089705345776,8,Mariners,Astros
96,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,27,011540,2017-07-19T01:15:40Z,443558,Nelson Cruz,Seattle Mariners,R,6-2,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,S,SL,slider,0.917,0,1,0,2,8.0852,22.7722,-25.20646,-18.8,7.3,23.8,Called Strike,Strike cantado,75.8,202,202,40,5.513916,4.751732,2840f4c5-6af9-4c7f-a3c5-797f3c395420,0.3396406,3.293356,130.754,,82.7,1.535,3.371,011627,2017-07-19T01:16:27Z,2.444798,-120.1919,0.8825776743497535,-1.4061670007990075,49.99999999999996,5.1556543022724695,3,Mariners,Astros
97,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,27,011540,2017-07-19T01:15:40Z,443558,Nelson Cruz,Seattle Mariners,R,6-2,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,B,SL,slider,0.731,0,2,0,3,7.934846,22.45138,-36.17888,-13.9,11.6,23.8,Ball,Bola mala,72.5,203,203,17,6.044633,-3.050812,386136c3-5bad-4748-a131-d0764fe6d895,2.578176,0.4999174,63.218,2717.07,78.7,1.535,3.371,011649,2017-07-19T01:16:49Z,6.791444,-114.2648,-1.976607661611047,-1.2255535319515443,50.00000000000004,4.954470251058242,14,Mariners,Astros
98,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,4,top,27,011540,2017-07-19T01:15:40Z,443558,Nelson Cruz,Seattle Mariners,R,6-2,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,2,0,B,SL,slider,0.943,1,2,0,4,6.937858,22.90953,-27.39144,-15.7,7.8,23.8,Ball,Bola mala,76.9,204,204,25,4.642155,3.200066,a9ced911-fca0-411c-a8b9-3cab4c126e40,1.398314,1.790675,124.581,,83.5,1.535,3.371,011711,2017-07-19T01:17:11Z,5.087415,-121.2682,-2.210108174448006,-1.3267992076080872,50.000000000000014,5.094598455269976,14,Mariners,Astros
